conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,scopeNote,description
http://data.europa.eu/esco/skill/14d1e367-3efe-4ec5-86ae-eca48710ee4e,skill/competence,sector-specific,implement ICT security policies,implementing computer network safety policies;implementing ICT safety policies;implement computer network safety policies;implement ICT safety policies;implement computer network security policies;apply on-line safety guidelines;ICT safety policies implementing;apply on-line security guidelines;on-line security guidelines applying;on-line safety guidelines applying,,,"Implement statements, assertions or rules that specify the appropriate use and protection of the ICT assets and systems from an organisation. These ICT security policies cover topics such as data classification, password management, access control and incident response."
http://data.europa.eu/esco/skill/14dc991f-1b21-413d-86a3-499e6676abb9,skill/competence,cross-sector,consult student's support system,confer with student's support system;consult student support system;discuss with student's support system;consulting student's support system;consulting student support system,,,"Communicate with multiple parties, including teachers and the family of the student, to discuss the student's behaviour or academic performance."
http://data.europa.eu/esco/skill/14ef75cd-ca1f-49c9-9478-ee611b7778fc,knowledge,cross-sector,psychological diagnostics,medical diagnosis in psychology;diagnostic systems applied in psychology;psychological diagnostics strategies,,,"The psychological diagnostics strategies, methods and techniques concerning health-related experiences and behaviours as well as mental disorders."
http://data.europa.eu/esco/skill/1553446e-ee05-435a-91a6-acfe7f848432,skill/competence,cross-sector,advise policy makers in healthcare,present research findings to policy makers in healthcare;give recommendations to policy makers in healthcare;make recommendations to healthcare policy makers;present recommendations to policy makers in healthcare;make recommendations to health care policy makers,,,"Present research to policy makers, health care providers, and educators to encourage improvements in public health."
http://data.europa.eu/esco/skill/1585fc98-bfe4-461f-97fc-734055a2c3ce,knowledge,sector-specific,characteristics of products,product characteristics;characteristic of a product;qualities of products;components of products;characteristics of a product;aspects of products;attributes of products,,,"The tangible characteristics of a product such as its materials, properties and functions, as well as its different applications, features, use and support requirements."
http://data.europa.eu/esco/skill/15a33d76-4640-438d-ae64-fdc0c1d3eebc,knowledge,sector-specific,customer service,customer satisfaction;customer care;customer well being;customer servicing;customer support;customer services,,,"Processes and principles related to the customer, client, service user and to personal services; these may include procedures to evaluate customer's or service user's satisfaction."
http://data.europa.eu/esco/skill/15d6d4e9-9b4b-4a93-aea5-a29a67b6d9e7,knowledge,cross-sector,insurance law,insurance legislation;regulations concerning insurance policies;insurance regulations;law concerning insurance policies,,,"The law and legislation concerning the policies of transferring risks or losses from one party, the insured, to another, the insurer, in exchange for a periodic payment. This includes the regulation of insurance claims and the business of insurance."
http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7,knowledge,cross-sector,communication,communicating;correspondence;interaction;conversation,,,"The exchange and conveying of information, ideas, concepts, thoughts, and feelings through the use of a shared system of words, signs, and semiotic rules via a medium."
http://data.europa.eu/esco/skill/1605025e-a179-421f-8f35-5b07d182a6b2,knowledge,cross-sector,web analytics,,Google Analytics,,"The characteristics, tools and techniques for measurement, collection, analysis and reporting of web data to get information on the users' behaviour and to improve the performance of a website."
http://data.europa.eu/esco/skill/161a6c5a-593a-4977-b7b7-49c6a2a2f2a3,skill/competence,cross-sector,advise on tax planning,advise on tax plans;advising on tax planning;give recommendations on tax planning;counsel on tax planning;offer suggestions on tax planning,,,"Advise on appropriate strategies to include taxes in the overall financial plan in order to reduce the tax load. Advise on questions related to tax legislation and provide advise on the possible implications that decisions in financial matters can cause in a tax declaration. Advise on questions concerning things such as the creation of a company, investments, recruitments, or company successions."
http://data.europa.eu/esco/skill/1638fad2-6858-477d-8ee9-2aa463870602,skill/competence,cross-sector,manage securities,manage security;managing securities;oversee securities;maintain securities;handle securities,,,"Administer the securities owned by the company or organisation, namely debt securities, equity securities and derivatives aiming to get the highest benefit from them."
http://data.europa.eu/esco/skill/163f98f3-a8a7-4008-be49-87f4c7d27738,skill/competence,sector-specific,advise on medical products,suggest customers on usage of medical products;advise a customer on usage of medical products;commend customers on usage of medical products;recommend customers on usage of medical products;advise customers on usage of medical products;instruct customers on usage of medical products;advise customers on usage of a medical product;advise a customer on usage of a medical product;help customers on usage of medical products,,This includes advising customers on the use of self-medicine.,Provide advice to customers on what medical products can be used for various medical conditions.
http://data.europa.eu/esco/skill/16594fea-3004-4730-838f-e35a432b49da,skill/competence,cross-sector,perform stock valuation,perform stock valuations;performing stock valuation;perform valuation of stock;calculate stock valuation;conduct stock valuation,,,"Analyse, calculate and appraise the value of the stock of a company. Use mathematic and logarithm in order to determine the value in consideration of different variables."
http://data.europa.eu/esco/skill/16636767-c215-4cf0-b126-e144fea20926,skill/competence,sector-specific,use e-health and mobile health technologies,use mobile and e-health;use mobile health applications;use mobile health technologies;use electronic health applications and technologies;promote e-health and mobile health,,,Use mobile health technologies and e-health (online applications and services) in order to enhance the provided healthcare.
http://data.europa.eu/esco/skill/16a00c69-9c74-4c37-96d7-6301d285e5ce,skill/competence,cross-sector,use e-services,use online payment solutions;make use of e-services;use electronic services;engage in citizenship through digital technologies;able to use e-services;apply e-services;utilise e-services,,"Includes e-commerce, e-governance, e-banking, e-health services and online payment activities.",Participate in society through the use of public and private digital services. Seek opportunities for self-empowerment and for participatory citizenship through appropriate digital technologies.
http://data.europa.eu/esco/skill/16ac1a06-ce37-405d-8c9f-d8b218039917,skill/competence,cross-sector,support victims of human rights violations,back victims of human rights violations;help victims of human rights abuses;aid victims of human rights violations;advocate victims of human rights violations;back victims of human rights abuses;aid victims of human rights abuses;help victims of human rights violations;advocate victims of human rights abuses,,,"Support individuals or groups who have been a target of abuse, discrimination, violence or other acts which violate human rights agreements and regulations in order to protect them and provide them with necessary aid."
http://data.europa.eu/esco/skill/16e462b2-b8dd-4842-8c31-71d0fb4be474,knowledge,sector-specific,digital journalism,online journalism,,,The process through which the editorial content is produced through digital media and distributed through the Internet.
http://data.europa.eu/esco/skill/16e995d4-4938-4424-b1e6-1e1d54f4dbc8,skill/competence,occupation-specific,assign codes to product items,allocate codes to product items;assigning codes to product items;assign a code to product items;assign a code to a product item;designate codes to product items;agree codes for product items;nominate codes to product items,,,Assign correct product class codes and cost accounting codes to items.
http://data.europa.eu/esco/skill/1709f408-9965-489b-9805-8e1e5d9e483b,knowledge,cross-sector,health care legislation,healthcare legislation;medical law;healthcare laws and regulations;patient's rights and practitioners' responsibilities,,,The patients` rights and responsibilities of health practitioners and the possible repercussions and prosecutions in relation to medical treatment negligence or malpractice.
http://data.europa.eu/esco/skill/171bfbed-3e72-4d27-b37e-4b4024221085,skill/competence,sector-specific,provide youth information counselling,offer guidance for youth rights;provide youth rights information counselling;offer youth guidance;provide information counselling to young people;provide youth informational support,,,"Make sure young people are aware of their rights and the services to which they may apply in case of need. This includes providing support in selecting and evaluating the quality of available information, guiding young people in reaching their own decisions and offering customised information on relevant opportunities and services."
http://data.europa.eu/esco/skill/171eee55-19b9-46d6-aded-33193ba8ccf1,skill/competence,cross-sector,study sales levels of products,analyse sales levels of products;study sales levels of product;study product sales levels;studying sales levels of products;inspect sales levels of products;study sales level of products,,,"Collect and analyse sales levels of products and services in order to use this information for determining the quantities to be produced in the following batches, customer feedback, price trends, and the efficiency of sales methods."
http://data.europa.eu/esco/skill/172020d1-e151-445b-8173-e2a5fb16fe51,skill/competence,sector-specific,utilise computer-aided software engineering tools,utilise CASE tools for software design;utilize CASE tools for software design;utilize computer-aided software engineering tools;utilise CASE tools;use CASE tools,,,"Use software tools (CASE) to support the development lifecycle, design and implementation of software and applications of high-quality that can be easily maintained."
http://data.europa.eu/esco/skill/1774bd31-8893-44cf-9498-7e3d95508419,knowledge,cross-sector,screen reader,assistive technology for reading;text-to-speech software,JAWS,,"Software program which converts screen elements such as text, images, or buttons, displayed in the computer into Braille or speech. Assistive technology used by visually impaired or blind people to interpret what appears on the computer screen through braille output, audio icons or speech synthesisers."
http://data.europa.eu/esco/skill/17c9a790-5664-4673-8237-c4cf3c5a8da5,skill/competence,cross-sector,conduct impact evaluation of ICT processes on business,evaluate ICT process impact;carry out ICT process impact evaluation,,,Evaluate the tangible consequences of the implementation of new ICT systems and functions on the current business structure and organisational procedures.
http://data.europa.eu/esco/skill/183134a2-3f8e-4a38-9e81-35c2bec0272b,skill/competence,sector-specific,set up pricing strategies,set up a pricing strategy;construct pricing strategies;arrange pricing strategies;assemble pricing strategies;erect pricing strategies;setting up pricing strategies;setting up a pricing strategy,,,"Apply methods used for setting product value taking into consideration market conditions, competitor actions, input costs, and others."
http://data.europa.eu/esco/skill/183eb46f-24f6-4e15-8017-93f10039c0a6,skill/competence,sector-specific,maintain vehicle records,maintaining a vehicles record;control vehicle records;preserve vehicle records;sustain vehicle records;maintain a vehicle record;maintaining vehicle records;manage vehicle records,,,Maintain vehicle records by accurately recording service operations and repairs.
http://data.europa.eu/esco/skill/18591ccc-3c25-43eb-871a-b0fefeee3b93,knowledge,sector-specific,forensic psychiatry,forensic psychiatry methods;applied psychiatry methods in forensic setting,,,"The psychiatry methods applied, the organsation and duties in both criminal and civil frameworks of justice."
http://data.europa.eu/esco/skill/1859883d-c047-4fe1-8e74-7bb4385d6ad2,skill/competence,sector-specific,apply 3D imaging techniques,create 3D vector graphics;apply curve modelling;apply digital scuplting;edit point clouds;implement 3D imaging techniques,,,"Implement a variety of techniques such as digital sculpting, curve modelling and 3D scanning to create, edit, preserve and use 3D images, such as point clouds, 3D vector graphic and 3D surface shapes."
http://data.europa.eu/esco/skill/1883a1f5-f190-4ef3-8521-36d8cc6dbb47,skill/competence,cross-sector,inspect tax returns,scrutinise fiscal returns;investigate tax returns;check tax returns;check fiscal returns;investigate fiscal returns;audit fiscal returns;scrutinise tax returns;audit tax returns,,,Inspect the documents which declare liability for taxation which is not automatically withheld from wages and salaries to ensure correct taxes are being paid by the liable individuals and organisations.
http://data.europa.eu/esco/skill/194c05ed-253c-485a-8bf0-0c8de1aaafda,skill/competence,cross-sector,follow work schedule,implement work schedule;respect work schedule;obey work schedule;follow work schedules;following work schedule,,,Manage the sequence of activities in order to deliver completed work on agreed deadlines by following a work schedule.
http://data.europa.eu/esco/skill/1951e126-6c66-46cf-9345-d4941c85bc2a,skill/competence,cross-sector,inspect government expenditures,scrutinise government expenditures;scrutinise government spending;check government expenditures;audit government spending;audit government expenditures;investigate government expenditures;investigate government spending,,,"Inspect the financial procedures of a government organisation which deals with budget and resource allocation and spending to ensure that no faults are being made and no suspicious activity occurs in the handling of financial accounts, and that the expenditures are compliant with financial needs and forecasts."
http://data.europa.eu/esco/skill/196e6fb8-cc19-4045-92d8-02d52c60e328,skill/competence,sector-specific,supervise court hearings,monitor judicial hearings;superintend judicial hearings;manage judicial hearings;oversee court hearings;monitor court hearings;oversee judicial hearings;manage court hearings;superintend,,,"Supervise the procedures during a court hearing to ensure they are compliant with regulations, occur in an orderly and honest manner, and to ensure that no moral or ethical boundaries are crossed during questioning or the presentation of legal arguments."
http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be,skill/competence,cross-sector,use spreadsheets software,Google Sheets;PlanMaker;Gnumeric;OxygenOffice Professional Calc;ResolverOne;ThinkFree Office Calc;CellPro;Simple Spreadsheet;Corel Calculate;MS Excel;wikiCalc;Calligra Sheets;QT Calc Express;Lotus 1-2-3;Quantrix Modeler;Dolphinity Planner;Kingsoft Spreadsheet;Sheetster;Accel Spreadsheet;LibreOffice Calc;Microsoft Office Excel;use spreadsheets program;IBM Lotus Symphony Spreadsheets;Household Budget Worksheet;design spreadsheets;Myrtle;Ability Office Spreadsheet;DhtmlxSpreadsheet;OOo4Kids Calc;Lotus Improv;Sphygmic Software Spreadsheet;Zoho Sheet,Gnumeric;ThinkFree Office Calc;Corel Calculate;Lotus 1-2-3;Kingsoft Spreadsheet;ResolverOne;Sheetster;Dolphinity Planner;OOo4Kids Calc;Zoho Sheet;Household Budget Worksheet;Microsoft Office Excel;Myrtle;Google Sheets;PlanMaker;Lotus Improv;LibreOffice Calc;IBM Lotus Symphony Spreadsheets;Calligra Sheets;Accel Spreadsheet;Sphygmic Software Spreadsheet;DhtmlxSpreadsheet;QT Calc Express;Quantrix Modeler;Ability Office Spreadsheet;OxygenOffice Professional Calc;wikiCalc;Simple Spreadsheet;CellPro,,"Use software tools to create and edit tabular data to carry out mathematical calculations, organise data and information, create diagrams based on data and to retrieve them."
http://data.europa.eu/esco/skill/1979dafb-85ce-45da-acfe-d55353930755,skill/competence,cross-sector,implement policy in healthcare practices,establish policies within the practice;implement policies in healthcare practices;introduce policy in healthcare practice;implement policy in health care practices;establish policies within healthcare practice,,,"Establish how policies should be interpreted and translated within the practice, implementing local and national policies, as well as those of your own practice and proposing developments and improvements to service delivery."
http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389,knowledge,sector-specific,Java (computer programming),Java 2;Java 2 enterprise edition;Java,,,"The techniques and principles of software development, such as analysis, algorithms, coding, testing and compiling of programming paradigms in Java."
http://data.europa.eu/esco/skill/19bf4fdc-c0aa-40c5-b531-35ed408067a8,skill/competence,cross-sector,conduct psychological research,do a psychological research;conduct psychological researches;undertake psychological research;carry out psychological research;carry out psychological researches,,,"Plan, supervise and undertake psychological research, writing papers to describe the research results."
http://data.europa.eu/esco/skill/19c0e68e-6e6c-4698-85dc-ef66a9de2c37,skill/competence,cross-sector,maintain information network hardware,maintaining information network hardware;maintain network hardware;keep information network hardware in good condition;oversee information network hardware;keep up information network hardware,,,"Assess the functionality and identify faults in the infrastructure of an information network, perform routine maintenance tasks which prevent failure and repair tasks in order to ensure permanent availability to system users."
http://data.europa.eu/esco/skill/19c1237d-8760-4820-b245-9648ba7abf62,skill/competence,sector-specific,apply clinical psychological treatment,utilize clinical psychological therapy;use clinical psychological analysis;use clinical psychological treatment;implement clinical psychological therapy;implement clinical psychological medication;apply clinical psychological therapy;apply clinical psychological medication;apply clinical psychological analyses;utilize clinical psychological treatment;implement clinical psychological treatment;use clinical psychological therapy,,,Apply clinical psychological treatment for people of all ages and groups based on clinical psychological assessment.
http://data.europa.eu/esco/skill/1a4cc54f-1e53-442b-a6d2-1682dc8ef8f9,skill/competence,cross-sector,creatively use digital technologies,use digital technologies for cognitive tasks;use digital technologies for process innovation;use digital technologies for product innovation;use digital technologies to resolve conceptual problems;use digital technologies for problem-solving in digital environments,,,Use digital tools and technologies to create knowledge and to innovate processes and products. Engage individually and collectively in cognitive processing to understand and resolve conceptual problems and problem situations in digital environments.
http://data.europa.eu/esco/skill/1a4fdd0e-2cbe-4b77-aa6e-e46efc181b76,skill/competence,cross-sector,represent the organisation,represent the company;serve the organisation;act for the company;represent the institution;represent the organization;serve the company;speak for the organisation;act for the organisation;speak for the company,,,"Act as representative of the institution, company or organisation to the outside world."
http://data.europa.eu/esco/skill/1a539b09-1fd9-4a86-9c5d-fde7499a2f9d,knowledge,cross-sector,election law,election legislation;election rules;ballot legislation;ballot rules;balloting laws;balloting statutes;election statutes,,,"The regulations concerning the procedures during elections, such as voting regulations, campaign regulations, which procedures candidates must follow, how votes are counted, and other electoral procedures."
http://data.europa.eu/esco/skill/1a59af95-f36a-4d99-a5ca-6a7a46e2ecb0,knowledge,cross-sector,body language,non-verbal language;non-verbal signals;bodily language,,,"Notice and interpret the non-verbal signals that people send out with their body, including yourself."
http://data.europa.eu/esco/skill/1a6c7e0d-fc13-41d7-a5c0-8ca00606de89,skill/competence,sector-specific,promote sustainable energy,encourage sustainable energy use;encouraging sustainable energy use;encouraging use of sustainable energy;sustainable energy use encouraging;sustainable energy promoting;promoting sustainable energy,,,"Promote the use of renewable electricity and heat generation sources to organisations and individuals, in order to work towards a sustainable future and encourage sales of renewable energy equipment, such as solar power equipment."
http://data.europa.eu/esco/skill/1a9d7afe-9480-4ce7-b500-2c16d3984c15,skill/competence,occupation-specific,carry out naming strategies,make naming strategies;oversee naming strategies;carrying out naming strategies;carrying out a naming strategy;complete naming strategies;undertake naming strategies;carry out a naming strategy,,,Come up with names for new and existing products; adaptations to the given factors of a language and particularly to the culture are necessary in order to achieve the desired effect.
http://data.europa.eu/esco/skill/1ad71686-dadc-4ff5-8007-9af8fefd882e,skill/competence,sector-specific,promote free trade,boost tariff less trading;advocate free trade;advocate tariff less trading;encourage free trade;stimulate free trade;encourage tariff less trading;stimulate tariff less trading;boost free trade,,,"Develop strategies for the promotion of free trade, open competition between businesses for the development of economic growth, in order to gain support for free trade and competition regulation policies."
http://data.europa.eu/esco/skill/1ad823ab-5eb5-4377-a24a-d3deca1f7bfd,skill/competence,sector-specific,maintain relations with local representatives,retain relations with local representatives;keep relations with local representatives;preserve relations with local spokespersons;sustain relations with local spokespersons;sustain relations with local representatives;keep relations with local spokespersons;retain relations with local spokespersons;preserve relations with local representatives,,,"Maintain good relations with representatives of the local scientific, economic and civil society."
http://data.europa.eu/esco/skill/1ae16f1c-a959-4164-8f8c-e8c1aaecf7d5,skill/competence,sector-specific,provide health psychological advice,give health-psychological consultation;present health psychological expert opinion;provide advices in health psychology;give health psychological expert opinions;give health psychological expert opinion;provide health psychological expert opinions;provide health psychological reports;provide health psychological consultation,,,"Provide health psychological expert opinions, reports and advice in regard to health related risk behaviour and its causes."
http://data.europa.eu/esco/skill/1af2db15-2af9-44dd-9639-bf1fc69d4c34,skill/competence,cross-sector,manage relationships with stakeholders,establish relationships with stakeholders;maintain relationships with stakeholders;manage relationships with external stakeholders;enhance stakeholder relationships;manage relationships with internal stakeholders,,,Create and maintain solid internal and external relations with stakeholders at operational level based on mutual trust and credibility in order to achieve organisational goals. Ensure organisational strategies incorporate strong stakeholder management and identify and prioritise strategic stakeholder relationships.
http://data.europa.eu/esco/skill/1b1cf435-46ba-4471-afda-5029b36b3862,knowledge,cross-sector,government representation,state governance engagement;government participation;participation in government;government approval;government engagement;state governance participation;state governance approval;participation in state governance,,,"The legal and public representation methods and procedures of the government during trial cases or for communication purposes, and the specific aspects of the governmental bodies being represented in order to ensure accurate representation."
http://data.europa.eu/esco/skill/1b6a5461-942e-43a0-a521-c6ef1e3ef66d,skill/competence,occupation-specific,evaluate practice in psychotherapy,evaluate psychotherapeutic practice;evaluate practices in psychotherapy;assess practice in psychotherapy;evaluate psychotherapy practice;assess psychotherapeutic practice,,,Analyse existing psychotherapy models and their applicability to individual clients.
http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522,skill/competence,cross-sector,use data processing techniques,use a data processing technique;apply data processing technique;make use of data processing techniques;utilize data processing techniques;gather and analyse data,,,"Gather, process and analyse relevant data and information, properly store and update data and represent figures and data using charts and statistical diagrams."
http://data.europa.eu/esco/skill/1b7d5366-516a-4e3a-8ff0-e3f7973c00a7,skill/competence,cross-sector,monitor regulations in social services,observe regulations in social services;monitor regulations in social service;monitor a regulation in social services;monitor policies in social services;monitor policies affecting social work;monitor changes in regulations in social work and services;analyse regulations and policies in social services;analyze regulations and policies in social services,,,"Monitor and analyse regulations, policies and changes in these regulations in order to assess how they impact social work and services."
http://data.europa.eu/esco/skill/1b8872bd-d869-4b08-b9b2-296d2b1c644c,skill/competence,cross-sector,monitor student's behaviour,monitor student's behavior;track student's behaviour;follow student's behaviour;monitoring student's behaviour;observe student's behaviour;monitors student's behaviour,,,Supervise the student's social behaviour to discover anything unusual. Help solve any issues if necessary.
http://data.europa.eu/esco/skill/1b957e3d-0017-42b0-9bfe-49a1cdd31de7,skill/competence,sector-specific,teach writing,train in writing;teaching writing;instruct writing,,,Teach basic or advanced writing principles to varying age groups in a fixed eduction organisation setting or by running private writing workshops.
http://data.europa.eu/esco/skill/1ba59ce0-7fec-434b-8d5c-9b275250a26c,skill/competence,cross-sector,prepare presentation material,create presentation material;make presentation material ready;set up presentation material;prepare material for presentation;prepare presentation materials;preparing presentation material,,,"Prepare the documents, slide shows, posters and any other media needed for specific audiences."
http://data.europa.eu/esco/skill/1bb3a4b7-c0e4-434a-850d-0d2874a9c251,skill/competence,cross-sector,exercise patience,keep calm;be tolerant;exercising patience;remain composed,,,Have patience by dealing with unexpected delays or other waiting periods without becoming annoyed or anxious.
http://data.europa.eu/esco/skill/1bba98a7-92b9-450b-9235-e0c905f8f3c4,knowledge,sector-specific,information architecture,data architecture;information system design,,,"The methods through which information is generated, structured, stored, maintained, linked, exchanged and used."
http://data.europa.eu/esco/skill/1bfd3bf6-a289-4c30-b0b0-16aae3434c39,knowledge,sector-specific,creation of clinical psychological opinions,creation of clinical psychological opinion;creation of opinions in clinical psychology;formation of opinions in clinical psychology;development of opinions in clinical psychology,,,The development of opinions based on specialised literature and evidence-based documentation in the field of clinical psychology.
http://data.europa.eu/esco/skill/1c08d63d-1c5e-4b9b-ad3e-f7ba7debb2d1,skill/competence,cross-sector,forecast organisational risks,forecasting organisational risks;foresee organisational risks;forecast organizational risks;forecast organisational risk;predict organisational risks,,,"Analyse the operations and actions of a company in order to assess their repercussions, possible risks for the company, and to develop suitable strategies to address these."
http://data.europa.eu/esco/skill/1c2978b8-bb0d-4249-9c23-877571a4dffa,knowledge,sector-specific,cloud security and compliance,cloud safety and compliance;cloud safety;cloud security;cloud compliance,,,"Cloud security and compliance concepts, including shared responsibility model, cloud access management capabilities, and resources for security support."
http://data.europa.eu/esco/skill/1c460d2d-90c6-4fc9-ad49-febb6e15605a,knowledge,cross-sector,pricing strategies,pricing strategy;price strategies;pricing plans;pricing tactics,,,"The techniques, theories, and commonly accepted strategies regarding pricing of goods. The relation between pricing strategies and outcomes in the market such as profitability maximisation, deterrence of newcomers, or increase of market share."
http://data.europa.eu/esco/skill/1c7ac9a3-5385-4443-bd7f-64f86451c0c1,skill/competence,sector-specific,use pedagogic strategies for creativity,facilitate creative engagement by employing pedagogic strategies;employ pedagogic strategies to facilitate creative engagement;employ pedagogic strategies to create engagement;use pedagogic strategies to facilitate creative processes;use pedagogic tools to encourage the creative process,,,Communicate to others on devising and facilitating creative processes through the use of a range of tasks and activities appropriate to the target group.
http://data.europa.eu/esco/skill/1c977f2b-7fca-4e4f-ae5f-f4d69b474a4f,skill/competence,sector-specific,manage a social work unit,conduct a social work unit;manage a social worker team;guide a social work unit;lead a social work unit;lead a social work entity;lead a social worker team;lead a social workers team;lead a social work group,,,Lead the social workers team and be responsible for the quality and effectiveness of social services provided within a social work unit.
http://data.europa.eu/esco/skill/1ccf5bda-d904-4d00-9c71-9b8f0196e9f9,skill/competence,sector-specific,grant concessions,allow concessions;enable concessionary policies;agree concessions;enable concessions;allow concessionary policies;agree concessionary policies;develop concessionary policies;issue concessions,,,"Grant rights, land or property from governments to private entities, in compliance with regulations, and ensuring the necessary documentation is filed and processed."
http://data.europa.eu/esco/skill/1cebfd4f-2ab3-480a-a3c8-8065a303717d,skill/competence,cross-sector,address public health issues,promote healthy practices;point out public health issues;communicate public health issues;promote public health;address issues of public health,,,Promote healthy practices and behaviours to ensure that populations stay healthy.
http://data.europa.eu/esco/skill/1cf20c3c-027e-45f4-bad1-c91b98726d28,skill/competence,sector-specific,provide information on geothermal heat pumps,geothermal heat pump information giving;geothermal heat pumps information giving;geothermal heat pumps information providing;give information on geothermal heat pumps;providing information on geothermal heat pumps;giving information on geothermal heat pumps;geothermal heat pump information providing,,,"Provide organisations and individuals searching for alternative methods to provide buildings with energy on the cost, benefits, and negative aspects of the installation and use of geothermal heat pumps for utility services, and what one must take into account when considering the purchase and installation of geothermal heat pumps."
http://data.europa.eu/esco/skill/1d0c2220-6855-4689-aeea-16c9c615b284,skill/competence,sector-specific,consult with motion picture producer,review with producer;consulting with producer;consult with producer;discuss with producer;consult with producers;confer with producer,,,"Consult with a motion picture producer about requirements, deadlines, budget, and other specifications."
http://data.europa.eu/esco/skill/1d38a162-61a0-42e8-83ca-47ce3e881032,skill/competence,cross-sector,develop a coaching style,determine coaching style;develop a style for coaching;create a coaching style;develop a style to coach,,,"Develop a style for coaching individuals or groups that ensures all participants are at ease, and are able to acquire the necessary skills and competences provided in the coaching in a positive and productive manner."
http://data.europa.eu/esco/skill/1d7234e4-1c76-4d67-9487-71d8c529cdc9,skill/competence,cross-sector,compile legal documents,organise legal documents;produce legal documents;collate judicial documentation;collate legal documents;organise judicial documentation;produce judicial documentation;assemble judicial documentation;assemble legal documents,,,"Compile and collect legal documents from a specific case in order to aid an investigation or for a court hearing, in a manner compliant with legal regulations and ensuring records are properly maintained."
http://data.europa.eu/esco/skill/1d86f05e-e9cc-40ce-99d8-2b21cc71b16b,knowledge,sector-specific,solution deployment,implementation of solutions;software solution deployment,,,"The technologies and standards to be used during the installation, deployment and maintenance of software characteristics."
http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9,skill/competence,cross-sector,ensure compliance with legal requirements,ensure compliance with legislative regulations,,,"Guarantee compliance with established and applicable standards and legal requirements such as specifications, policies, standards or law for the goal that organisations aspire to achieve in their efforts."
http://data.europa.eu/esco/skill/1dd23dba-dd00-45ab-abf4-642902538317,skill/competence,cross-sector,perform risk analysis,perform a risk analysis;risk analysis performance;implement risk analysis;finish risk analysis;performing a risk analysis;complete risk analysis;undertake risk analysis,,,Identify and assess factors that may jeopardise the success of a project or threaten the organisation's functioning. Implement procedures to avoid or minimise their impact.
http://data.europa.eu/esco/skill/1e26cb93-6fec-473e-8153-ca06ad05ec57,skill/competence,occupation-specific,condense information,condensing information;abbreviate information;summarize information;abridge information,,,Summarise the original information without losing the original message and find economic ways of communicating the same.
http://data.europa.eu/esco/skill/1e6933f3-489e-4d82-97b4-1ffd62931e74,skill/competence,cross-sector,develop investigation strategy,establish intelligence strategy;commence investigation strategy;commence intelligence strategy;expand investigation strategy;expand intelligence strategy;establish investigation strategy,,,"Develop strategies used in an investigation to gather information and intelligence in the most productive way, compliant with legislation, ensuring that the strategy is adapted to each individual case in order to obtain intelligence as efficiently and quickly as possible."
http://data.europa.eu/esco/skill/1e77e42a-181f-4b48-8e74-201ce50ffc29,skill/competence,cross-sector,interpret current data,examine current data,,,"Analyse data gathered from sources such as market data, scientific papers, customer requirements and questionnaires which are current and up-to-date in order to assess development and innovation in areas of expertise."
http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755,skill/competence,sector-specific,manage changes in ICT system,ICT system upgrade,,,"Plan, realise and monitor system changes and upgrades. Maintain earlier system versions. Revert, if necessary, to a safe older system version."
http://data.europa.eu/esco/skill/1e929fc8-bf0c-4222-925c-f31e1dfc74ad,skill/competence,occupation-specific,create a shooting script,create shooting scripts;write a shooting script;draft a shooting script;make a shooting script;creating a shooting script;establish a shooting script,,,"Create a script including camera, lighting and shot instructions."
http://data.europa.eu/esco/skill/1edc9d4c-66b5-4268-9b7c-917d3e4b4dc7,knowledge,occupation-specific,expert services in clinical psychology,expert services in clinical psychology field;clinical psychology expert services;high quality services provided in clinical psychology;expert service in clinical psychology,,,Body of services provided in the clinical psychology field such as psychotherapy or cognitive behavioral therapy.
http://data.europa.eu/esco/skill/1f0fbd17-56b7-45cd-b841-e7d9e2a5a14e,skill/competence,sector-specific,identify blockchain innovation opportunities,use blockchain to drive innovation;analyse blockchain-based business innovation,,,"Identify blockchain innovation opportunities through the introduction of blockchain-based solutions, within a particular sector, but also across sectors. Understand the consequences of essential blockchain properties such as transparency and security for driving forward innovations."
http://data.europa.eu/esco/skill/1f1d2ff8-c4c1-45cc-9812-6a7ee84a73cb,skill/competence,cross-sector,lead a team,leading a team;direct a team;lead teams;supervise a group of people,,,"Lead, supervise and motivate a group of people, in order to meet the expected results within a given timeline and with the foreseen resources in mind."
http://data.europa.eu/esco/skill/1ff53c92-370d-414b-b758-b0a1b8026853,knowledge,cross-sector,check methods,checking methods;check method;investigation techniques;investigation approaches,,,"Procedures used for investigative purposes such as surveillance by physical and electronic means, interrogations of witnesses, collection of objects and data for assessment and analysis and physical and electronic research for collecting data."
