conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,scopeNote,description
http://data.europa.eu/esco/occupation/002da35b-7808-43f3-83bf-63596b8b351f,2431,hospitality revenue manager,yield manager;hospitality yields manager;hospitality revenues manager;revenue manager,,,"Hospitality revenue managers maximise revenue generated from facilities such as hotels, holiday resorts and camping grounds by analysing trends and competition. They assist establishment managers in strategic decisions. Hospitality revenue managers analyse and optimise the financial potential of facilities and manage the corresponding staff."
http://data.europa.eu/esco/occupation/01205776-db8d-4588-a6a6-56d0b9c660a9,2422,housing policy officer,policy officer;housing policy analyst;affordable housing policy officer;housing policy development officer;senior housing policy officer;housing policy advisor;planning and housing;housing policy researcher;housing policy and strategy officer,,,"Housing policy officers research, analyse and develop housing policies which enable affordable and adequate housing for all. They implement these policies to improve the housing situation of the population by measures such as building affordable housing, supporting people to buy real estate and improving conditions in existing housing. Housing policy officers work closely with partners, external organisations or other stakeholders and provide them with regular updates."
http://data.europa.eu/esco/occupation/01d74409-5303-4b5c-8925-0cc21c4da8ee,2641,medical writer,healthcare writer;medical information analyst;medical editor;regulatory medical writer;medical publications associate;medical technical writer;research medical writer,,,"Medical writers produce and process scientific documents related to medical affairs. Work alongside scientists, doctors and other healthcare professionals."
http://data.europa.eu/esco/occupation/0464b062-cea6-4164-b10d-956c61956ae7,2529,ICT security administrator,CISO;IT security administrator;information security administrator;ICT security administrators;network security administrator;system security administrator,,,"ICT security administrators plan and carry out security measures to protect information and data from unauthorised access, deliberate attack, theft and corruption."
http://data.europa.eu/esco/occupation/04ba4d6c-957d-417f-bf63-5b9e015a9f86,2512,software analyst,software requirement analyst;programming analyst;software analysts;programmer analyst;application analyst;software requirements analyst;analyst of software,,,"Software analysts elicit and prioritise user requirements, produce and document software specifications, test their application, and review them during software development. They act as the interface between the software users and the software development team."
http://data.europa.eu/esco/occupation/0561328b-875b-4ae2-9ba1-9af9049aef01,2422,procurement category specialist,procurement associate category specialist;market specialist;supply specialist;associate category specialist;category specialist,,,"Procurement category specialists are experts in specific markets and contract types and provide advanced knowledge of a particular category of supplies, services or works. They help internal or external clients to increase value for money and end users' satisfaction through their advanced knowledge of the suppliers and their offering."
http://data.europa.eu/esco/occupation/0611f232-b30e-46c7-9c26-2d59b1448e79,2632,criminologist,criminology scientist;criminology research scientist;criminology studies scientist;criminology studies research scientist;criminology researcher;criminology studies researcher;criminologists;criminology studies scholar;criminology science researcher;criminology scholar,,,Criminologists study conditions pertaining to humans such as the social and psychological aspects that could lead them to commit criminal acts. They observe and analyse different factors ranging from behavioural conditions up to social background and environment of suspects in order to advise organisations on the prevention of crime.
http://data.europa.eu/esco/occupation/068370e0-9c27-4814-87d0-44fbb3140815,2423,recruitment consultant,job placement officer;temporary labour officer;employment agent;employee recruiter;job placement consultant;temporary labour agent;recruiting process consultant;head hunter;recruitment officer,,,"Recruitment consultants provide the suitable candidates to employers according to the specific job profile requested. They perform testing and interviewing with job seekers, shortlist few candidates to present to the employers and match candidates to appropriate jobs. Recruitment consultants maintain relationships with employers to offer their services on a more long-term basis."
http://data.europa.eu/esco/occupation/076d23f3-a689-4f1a-8b55-ae870c9aaa85,2413,securities analyst,securities research analyst;corporate securities research analyst;bonds analyst;stock analyst;securities research director;rating analyst;shares analyst,,,"Securities analysts perform research activities to gather and analyse financial, legal and economic information. They interpret data on the price, stability and future investment trends in a certain economic area and make recommendations and forecasts to business clients."
http://data.europa.eu/esco/occupation/07bd65d7-c13f-443a-bdf6-88903f3822be,2612,judge,adjudicator;recorder;investigating magistrate;inquisitorial magistrate;appeal court judge;high court judge;district judge;examining magistrate;circuit judge;youth court judge;family court judge;deputy circuit judge,,,"Judges preside over, review and handle court cases, hearings, appeals and trials. They ensure that court procedures conform to conventional legal processes and review evidence and juries. Judges preside over cases involving such areas as crime, family issues, civil law, small claims and juvenile offenses."
http://data.europa.eu/esco/occupation/07e60525-1aad-4099-aaf3-2c7014c92212,2511,integration engineer,IT integration engineer;ICT integration engineers;system integration engineer;software integration engineer,,Includes people performing managerial activities.,Integration engineers develop and implement solutions which coordinate applications across the enterprise or its units and departments. They evaluate existing components or systems to determine integration requirements and ensure that the final solutions meet organisational needs. They reuse components when possible and assist management in taking decisions. They perform ICT system integration troubleshooting.
http://data.europa.eu/esco/occupation/092fdeeb-a76f-4ed2-b248-90fd6eaaffef,2513,search engine optimisation expert,search engine optimisation experts;search engine optimization expert;search engine optimisation specialist;search engine optimiser;SEO expert;SEO specialist;inbound marketer;growth hacker;search engine marketing specialist;search engine optimisation consultant;SEO experts,,,Search engine optimisation experts increase the ranking of a company's web pages with regard to target queries in a search engine. They create and launch SEO campaigns and identify areas of improvement. Search engine optimisation experts may conduct pay per click (PPC) campaigns.
http://data.europa.eu/esco/occupation/094e04fd-3039-4615-850b-b232794f84f5,2635,youth information worker,youth counsellor;youth mentor;youth advisor;youth information consultant;youth information provider;youth consultant;extracurricular manager;youth information expert;field information worker;youth agent;school youth worker;youth moderator;youth informant;information and youth advice technician;youth project consultant;information mission leader;youth facilitator;youth career consultant;youth centre director;youth information animator,sexual health consultant;youth policy manager;youth operator;eurodesk mobility advisor;youth animator;youth technician;youth Information researcher;youth professional;youth officer;hobby manager;youth coach;youth entertainer;youth worker;youth content producer;youth broker;youth trainer;youth supporter;youth planner,,"Youth information workers deliver youth information, guidance and counselling services in a variety of settings in order to empower young people and support their wellbeing and autonomy. They ensure that those services are accessible, resourced and welcoming for young people and run activities aimed at reaching the entire youth population, by means that are effective and appropriate for different groups and needs. Youth information workers aim to enable young people to make their own informed choices and become active citizens. They work in close partnership with other services."
http://data.europa.eu/esco/occupation/0ab5c12c-c1c1-4772-8345-aa287d0e391d,2519,ICT test analyst,IT test analyst;test designer,,,"ICT test analysts work in testing environments, assessing products, checking for quality and accuracy, or creating tests scripts. They design tests which are then implemented by testers."
http://data.europa.eu/esco/occupation/0ba06640-e0ac-4911-9e43-289a8e41651e,2424,corporate trainer,corporate education professional;professional development coach;trainer of corporate employees;corporate professional trainer;workplace training specialist;skills development coach;in-company trainer;skill development trainer;educational planner;trainer in corporate sector;skill development coach;corporate training specialist,,,"Corporate trainers train, coach, and guide employees of a company to teach and improve their skills, competences and knowledge in accordance with the needs of the company. They develop the existing potential of the employees to increase their efficiency, motivation, job satisfaction, and employability."
http://data.europa.eu/esco/occupation/0c448a27-10ec-43ba-b880-d9938bade424,2529,digital forensics expert,computer forensics consultant;computer forensics investigator;computer forensics expert;digital forensics analyst;digital forensics specialist;digital forensics experts;ICT forensics expert;digital forensic expert;cyber forensics expert;cybersecurity analyst;information forensics expert;cybersecurity and forensic specialist,,,"Digital forensics experts retrieve and analyse information from computers and other types of data storage devices. They examine digital media that may have been hidden, encrypted or damaged, in a forensic manner with the aim to identify, preserve, recover, analyse and present facts and opinions about the digital information."
http://data.europa.eu/esco/occupation/0ce5a9f4-e00a-4bbe-b255-3c63407167a4,2529,cyber incident responder,ICT security consultant;cyber crisis expert;information technology security consultant;security operations center analyst;cyber incident handler;information communications technology security consultant;cyber fighter;IT security expert;incident response engineer;ICT security engineer;cybersecurity SIEM manager;ICT security advisor;IT security advisor;security architect;security operation analyst;SOC Analyst;consultant in ICT security activities;cyber defender;IT security consultant;ICT security architect,,,"Cyber incident responders monitor and assess cybersecurity state systems, analysing, evaluating, and mitigating the impact of cybersecurity incidents. Moreover, they identify malicious actors and cyber incidents root causes. According to the organisation’s Incident Response Plan, they restore systems and process functionalities to an operational state, collecting evidence and documenting actions taken."
http://data.europa.eu/esco/occupation/0d423a2e-6fb7-4704-8544-bd6c522b3c62,2635,child care social worker,social worker (children and families);childcare social worker;social worker family safeguarding team;children's social worker;child protection social worker;social worker (looked after children);social worker (child protection);social worker (child care);children's services practitioner,,,Child care social workers provide social services to children and their families in order to improve their social and psychological functioning. They aim to maximize family's well-being and protect children from abuse and neglect. They assist adoption arrangements and find foster homes where needed.
http://data.europa.eu/esco/occupation/0ecedad1-1144-45ff-83db-a3c4db393036,2412,investment manager,investments manager;investment executive;investment consultant;portfolio analyst;investments portfolio manager;global investment manager;investment portfolio manager,,"Includes people performing financial planning, strategy and research.","Investment managers administer the portfolio of investments that a company has. They perform close follow up of the investments looking for the most profitable solutions represented in financial products or securities. They analyse behaviour in financial markets, interests rates, and the companies' position in order to advise on risks and profitability for the client."
http://data.europa.eu/esco/occupation/102e75c8-3b47-4964-9b47-30a980aed25c,2519,ICT disaster recovery analyst,business continuity analyst;ICT resilience analysts;IT resilience analyst;IT disaster recovery analyst;business continuity strategist;disaster recovery officer,,Excludes people performing development activities.,"ICT disaster recovery analysts develop, maintain, and implement ICT continuity and disaster recovery strategies and solutions. They support the technical teams, assess the risks, design and develop procedures, documentation and strategies for disaster recovery in order for business functions to continue and recover with a minimal loss of data. They also coordinate the system backups tests and validations."
http://data.europa.eu/esco/occupation/10469d70-78a3-4650-9e29-d04de13c62c1,2511,embedded system designer,embedded system programmer;embedded systems designers;embedded software developer;embedded system developer;embedded systems programmer;battery controls engineer;embedded systems developer;embedded systems engineer,,Excludes people performing programming and coding activities.,Embedded system designers translate and design requirements and the high-level plan or architecture of an embedded control system according to technical software specifications.
http://data.europa.eu/esco/occupation/106f79e4-6264-45f1-9e7a-297435cd684b,2519,software tester,module tester;application tester;soft tester;application software tester;software testing specialist;unit tester;software testers;software application tester;tester,,Excludes people performing managerial activities.,Software testers perform software tests. They may also plan and design them. They may also debug and repair software although this mainly corresponds to designers and developers. They ensure that applications function properly before delivering them to internal and external clients.
http://data.europa.eu/esco/occupation/114e1eff-215e-47df-8e10-45a5b72f8197,2433,renewable energy consultant,sustainable energy market consultant;renewable energy survey consultant;renewable energy market consultant;sustainable energy consultant;sustainable energy technical consultant;renewable energy research consultant;sustainable energy survey consultant;renewable energy technical consultant;sustainable energy research consultant,,,"Renewable energy consultants advise clients on the advantages and disadvantages of different renewable energy sources. They conduct surveys and interviews to research demand of and opinions on renewable energy, and strive to advise clients on the most advantageous source of renewable energy for their purpose."
http://data.europa.eu/esco/occupation/11df8941-508c-4103-ad40-52cdf9430a59,2632,sociologist,urban sociology science researcher;sociologists;rural sociology science researcher;urban sociology analyst;sociology science researcher;economic sociology research analyst;rural sociology research analyst;sociology research analyst;sociology analyst;urban sociology research scientist;economic sociology researcher;economic sociology analyst;sociology researcher;urban sociology research analyst;economic sociologist;urban sociology scholar;urban sociology scientist;sociology scientist;economic sociology science researcher;rural sociology analyst;intercultural communications adviser;rural sociology scientist;urban sociologist;rural sociologist;rural sociology scholar;economic sociology scholar;law sociologist;rural sociology research scientist;urban sociology researcher;economic sociology research scientist;family and consumer science researcher;sociology scholar;economic sociology scientist;rural sociology researcher;sociology research scientist;gerontologist,,,"Sociologists focus their research on explaining social behaviour and the way people have organised themselves as a society. They research and explain the way societies have evolved by describing their legal, political, and economic systems and their cultural expressions."
http://data.europa.eu/esco/occupation/12ff7f9c-c5b5-4d4a-b585-c350dd1400eb,2631,business economics researcher,fiscal economics strategist;economic analyst;fiscal economics analyst;business advisor;financial market advisor;business research scientist;business researcher;financial market economist;fiscal economics researcher;business analyst;business economy researcher;economic advisor;business economist;fiscal economics advisor;financial market researcher,,,"Business economics researchers conduct research on topics regarding economy, organisations, and strategy. They analyse macroeconomic and microeconomic trends and use this information to analyse the positions of industries or specific companies in the economy. They provide advice regarding strategic planning, product feasibility, forecast trends, emerging markets, taxing policies, and consumer trends."
http://data.europa.eu/esco/occupation/133ab775-f08d-4bc7-8629-89d286180f4e,2431,employer branding manager,branding manager;corporate communications manager,,,Employer branding managers collaborate with marketing experts to promote an employer's image through communication formats such as print and social media. Manage an online marketing program to promote job openings and career opportunities at the company.
http://data.europa.eu/esco/occupation/13427968-250b-4967-a682-afac5cd0af4f,2432,campaign canvasser,campaign worker;political party activist;canvasser;political campaign canvasser;party activist;political party volunteer;campaign canvass worker;party campaigner;political canvasser,,,"Campaign canvassers operate on field level to persuade the public to vote for the political candidate they represent. They engage in direct conversation with the public in public places, and gather information on the public's opinion, as well as perform activities ensuring that information on the campaign reaches a wide audience."
http://data.europa.eu/esco/occupation/137b1d11-c4bc-4016-89ba-45345d4c71f0,2432,online community manager,online reachout manager;digital community manager;online community specialist;interactive media specialist;online content and community manager;online community managers;social media strategist;social media specialist;social media manager;social media reachout manager,,,"Online community managers provide and maintain an interactive environment facilitated by applications such as social media, forums and wikis. They maintain the relations between different digital communities."
http://data.europa.eu/esco/occupation/1562c7a3-c7d9-419d-b9b6-db26610bcf84,2521,data warehouse designer,data warehouse architect;data warehouse developer,,,"Data warehouse designers are responsible for planning, connecting, designing, scheduling, and deploying data warehouse systems. They develop, monitor and maintain ETL processes, reporting applications and data warehouse design."
http://data.europa.eu/esco/occupation/1619d7f3-7d95-407c-a20e-47745bfcde73,2619,data protection officer,data compliance officer;data protection and security officer;DPO;compliance officer data privacy;privacy protection officer;data protection legal advisor;data protection advisor;privacy officer;GDPR expert;data protection counsel;legal and data protection officer;data protection specialist,,,"Data protection officers ensure that the processing of personal data in an organisation is compliant with data protection standards and with the obligations set out in the applicable legislation such as GDPR. They elaborate and implement the organisation policy related to data protection, are responsible for data protection impact assessments and handle complaints and requests from third parties and regulatory agencies. Data protection officers lead investigations into potential data breaches, conduct internal audits and act as point of contact within the organisation on any matters related to the processing of personal data. Data protection officers may develop training programmes and provide training to other employees on data protection procedures."
http://data.europa.eu/esco/occupation/16605833-c196-48d7-a6f5-bbdebdc353df,2434,ICT presales engineer,IT presales technician;ICT presales technician;IT presales engineer;ICT presale support;ICT presales engineers,,,"ICT presales engineers actively drive and manage the ICT evaluation stage of the sales process, working in conjunction with the sales team. They provide technical guidance to pre-sales personnel and plan and modify product ICT configurations to meet client requirements. They pursue additional business development opportunities."
http://data.europa.eu/esco/occupation/186ef31e-f26f-4320-a307-c5f95d6cb284,2635,consultant social worker,policy advisor;social work researcher;social work academic;social work consultant;social work educator;social work trainer;social work expert;academic social worker;social work staff trainer,,,"Consultant social workers deliver high quality social work services by contributing to the development and improvement of social work and social care practice. They contribute to policy development, deliver trainings and focus on research in the field of social work practices."
http://data.europa.eu/esco/occupation/18d2b37a-9c31-4393-833e-bc2f7b1ce52a,2413,mergers and acquisitions analyst,M&A analyst;mergers and acquisitions banker;mergers and acquisitions associate;acquisition manager;M&A specialist;mergers and acquisitions professional;m&a banker;acquisitions analyst;m&a professional;mergers analyst,,,"Mergers and acquisitions analysts oversee the execution of transactions for the purchase, sale, merger or takeover of companies. They negotiate and complete the deal on the client's behalf, by working closely with lawyers and accountants. Mergers and acquisitions analysts conduct operational and legal risk assessments of a company, assess comparable companies in the market and help with the post-merger integration."
http://data.europa.eu/esco/occupation/19db5ad1-ffbf-41a0-8746-d3878f0d5dbd,2632,media scientist,media science researcher;media studies scholar;media research analyst;media research scientist;media analyst;media anthropologist;media studies researcher;media researcher;media studies research scientist;media scholars;media studies scientist,,,"Media scientists research the role and impact that media has on the society. They observe and document the usage of different kinds of media such as newspapers, radio and TV and the response from society."
http://data.europa.eu/esco/occupation/19f6634f-ec0c-4513-b0d9-d43f9ddeb82d,2635,education welfare officer,education engagement officer;school social worker;attendance support officer;social worker in education;education and family engagement officer;school welfare officer;social worker in schools;wellfare officer (education);education social worker;attendance welfare officer;pastoral advisor;education welfare practitioner;school attendance officer;school-based social worker;social worker in education institutions;learning advisor;specialist school social worker;school based social worker;senior education welfare officer;educational institution social worker,,,"Education welfare officers address the social and psychological well-being of students. They counsel students concerning their personal issues that affect their school behaviour, performance and social life. These issues may range from attention deficit problems, to social and personal issues such as poverty or domestic and sexual abuse. Education welfare officers also handle the communication between the students, the parents and the school."
http://data.europa.eu/esco/occupation/1a07bd7d-2e1d-4930-a84a-1a442b8f2a44,2643,translator,business translator;editorial translator;sworn translator;translation project manager;book translator;language specialist;language leader;technical translator;reviser;linguistic coordinator;video game translator;medical translator;language specialist consultant;financial translator;literary translator;translator coordinator;speech-to-text interpreter;scientific translator;translator reviser;post-editor,,,"Translators transcribe written documents from one or more languages to another ensuring that the message and nuances therein remain in the translated material. They translate material backed up by an understanding of it, which can include commercial and industrial documentation, personal documents, journalism, novels, creative writing, and scientific texts delivering the translations in any format."
http://data.europa.eu/esco/occupation/1a46d0f0-93d7-44d1-bff9-58e3f21bd4c4,2422,social service consultant,welfare consultant;social service planning consultant;social services expert;social planning consultant;community development consultant;social development consultant;social services consultant;social services planner;social services developer,,,"Social service consultants aid in the development of policy and procedure for social service programs. They research social service programs and identify areas for improvement, as well as aid in the development of new programs. They fulfil advisory functions for social service organisations."
http://data.europa.eu/esco/occupation/1ad59946-d13e-441e-9b36-56e1df055e21,2411,financial auditor,auditor;finance auditor;internal auditor;audit manager;chartered accountant;finances auditor;financial examiner;senior internal auditor;bank auditor;external examiner;financial systems analyst;bank examiner;internal examiner;external auditor,,,"Financial auditors collect and examine financial data for clients, organisations and companies. They ensure the financial data is properly maintained and free of material misstatements due to error or fraud, that it adds up, and functions legally and effectively. They review lending and credit policies or numbers in databases and documents, evaluate, consult and assist the source of the transaction if necessary. They use their review of the client's financial governance as assurance to give testimony to the shareholders, stakeholders and board of directors of the organisation or company that all is up to par."
http://data.europa.eu/esco/occupation/1c5a45b9-440e-4726-b565-16a952abd341,2511,computer vision engineer,computer vision applied scientist;computer vision expert;computer vision specialist;computer vision project engineer;smart technics computer vision engineer,,,"Computer vision engineers research, design, develop, and train artificial intelligence algorithms and machine learning primitives that understand the content of digital images based on a large amount of data. They apply this understanding to solve different real-world problems such as security, autonomous driving, robotic manufacturing, digital image classification, medical image processing and diagnosis, etc."
http://data.europa.eu/esco/occupation/1c5a896a-e010-4217-a29a-c44db26e25da,2529,embedded systems security engineer,cybersecurity engineer;cyber security engineer;IoT security engineer;internet of thing security engineer;embedded systems security expert,,"The focus of the embedded systems security engineers is on connected products and their supporting networks, and less on organisational security as with the ICT security engineer.","Embedded systems security engineers advise and implement solutions to control access to data and programs in embedded and connected systems. They help ensuring the safe operation of products with embedded systems and connected devices by being responsible for the protection and security of the related systems and design, plan and execute security measures accordingly. Embedded systems security engineers help to keep attackers at bay by implementing safeguards that prevent intrusions and breaches."
http://data.europa.eu/esco/occupation/1e331638-3f66-4641-9c49-56a94235f94c,2413,insurance rating analyst,insurance analyst;insurance assessor;insurance rater,,,"Insurance rating analysts analyse information related to insurance markets and their credit rating, prepare rating reports and invoices, compile financial data and present and explain credit rating opinions to stakeholders, clients and external parties. They work for insurance companies and calculate the insurance premium and rates for the company’s clients using both manual and automated methods."
http://data.europa.eu/esco/occupation/1fce1be0-bf52-449b-9a2b-3f2cc710290a,2423,compensation analyst,compensation advisor;incentive compensation analyst;compensation coordinator;compensation manager;benefits and compensation analyst;compensation and benefits analyst;compensation consultant;compensation lead;total rewards analyst;global compensation analyst;manager of compensation;compensation administrator;international compensation analyst;HR compensation analyst;variable compensation analyst,,,Compensation analysts recognise and reward contributions and behaviors that support company’s business objectives and corporate values.
http://data.europa.eu/esco/occupation/203ea2ee-bbee-4aaf-83d7-2f2225f916e3,2632,archaeologist,archaeology analyst;marine archaeology research analyst;excavation director;archaeologist scientist;archaeology science researcher;marine archaeology science researcher;epigraphist;marine archaeology researcher;marine archaeology research scientist;archaeology research analyst;archaeology researcher;marine archaeologist;archaeology research scientist;archaeology scientist;marine archaeology scholar;marine archaeology analyst;marine archaeology scientist;archaeology scholar,,,"Archaeologists research and study past civilisations and settlements through collecting and inspecting material remains. They analyse and draw conclusions on a wide array of matters such as hierarchy systems, linguistics, culture, and politics based on the study of objects, structures, fossils, relics, and artifacts left behind by these peoples. Archaeologists utilise various interdisciplinary methods such as stratigraphy, typology, 3D analysis, mathematics, and modelling."
http://data.europa.eu/esco/occupation/2079755f-d809-49e6-8037-4de6180e54c0,2511,data engineer,data engineer expert;research data engineer,,Excludes data scientist and data analyst.,"Data engineers develop the architecture needed to process, manage, and store large amounts of data which will be used by data scientists for analysis. They design the infrastructure and maintain data pipelines and warehouses to leverage data for strategic advantage."
http://data.europa.eu/esco/occupation/207d7b18-6540-432e-8aa6-785ed434572f,2421,business intelligence manager,market intelligence manager;business research analyst;business intelligence specialist;business research consultant;business intelligence analyst;strategic business and intelligence manager;competitive intelligence manager;research consultant;business intelligence consultant,,,"Business intelligence managers gain knowledge of the industry, the innovative processes therein, and contrast them with the operations of the company in order to improve them. They focus their analysis in the supply chain processes, warehouses, storage, and sales as to facilitate communication and revenue improvement."
http://data.europa.eu/esco/occupation/20b9f370-6b56-4679-8c06-c23b866a5bd0,2423,labour relations officer,industrial liaison officer;industrial relations officer;union representative;labour policy officer,,,"Labour relations officers implement labour policy in an organisation, and advise trade unions on policies and negotiation. They handle disputes, and advise management on personnel policy as well as facilitate communication between trade unions and managerial staff."
http://data.europa.eu/esco/occupation/219d1c30-3849-4de3-b0d6-07da187b6521,2421,manufacturing cost estimator,manufacturing cost analyst;manufacturing estimate clerk;production cost estimator;estimator;manufacturing cost recovery technician,,,"Manufacturing cost estimators collect and analyse data to evaluate the money, materials, labour and time required for manufacturing processes. They conduct analyses to identify (alternative) cost effective technical designs and production processes. They develop and use methods and tools for cost planning, controlling and analysis. They also perform quantitative and qualitative risk analyses and report on the development of costs."
http://data.europa.eu/esco/occupation/21af40bb-2ae3-4fc7-9b28-d2cdd8308912,2431,promotion assistant,events and promotion assistant;marketing promotion assistant;promotions assistant;assistant promoter;promotional assistant,,,"Promotion assistants provide support in the implementation of programs and promotional efforts in points-of-sale. They research and administer all the information required by managers to decide whether promotional programs are required. If so, they support in getting of materials and resources for the promotional action."
http://data.europa.eu/esco/occupation/21de0f3b-a71a-4263-a9ba-90c5f3721b4d,2412,financial planner,financial adviser;personal banker;independent financial adviser;financial planning practitioner;personal financial adviser;personal financial planner;wealth adviser,,Includes wealth advisers.,"Financial planners assist people dealing with various personal financial issues. They are specialised in financial planning, such as retirement planning, investment planning, risk management and insurance planning, and tax planning. They advise a strategy tailored to the client's needs. They ensure the accuracy of bank and other financial records while maintaining a customer-orientated approach and following ethical standards."
http://data.europa.eu/esco/occupation/22987b58-dbfa-4ecd-ae3f-82dd209255f6,2511,green ICT consultant,IT environmental consultant;green IT consultant;green ICT consultants;ICT environmental consultant;ICT sustainability systems consultant,,,"Green ICT consultants advise organisations on their green ICT strategy and its implementation in the most effective and efficient manner to allow the organisation to reach their short, mid, and long term ICT environmental objectives."
http://data.europa.eu/esco/occupation/23e692a9-a242-4d4f-988f-ed562f757864,2643,interpreter,court interpreter;public service interpreter;consecutive interpreter;simultaneous interpreter;remote interpreter;sworn interpreter;community interpreter;conference interpreter;police interpreter;bilingual health advocate;advocate interpreter;telephone interpreter;social interpreter;guide interpreter;medical interpreter;bilateral interpreter;television interpreter;business interpreter,,,"Interpreters understand and convert spoken communication from one language to another. They retain considerable amounts of information, often with the aid of note-taking, and communicate it immediately after whilst keeping the nuances and stress of the message in the recipient language."
http://data.europa.eu/esco/occupation/24135b84-cbdd-4d42-9ed2-02fd982d15b2,2512,blockchain developer,DLT engineer;blockchain development engineer;decentralized ledger technology specialist;blockchain engineer;DLT specialist,,,"Blockchain developers implement or program blockchain-based software systems based on specifications and designs by using programming languages, tools, and blockchain platforms."
http://data.europa.eu/esco/occupation/244a79eb-122b-4bee-8065-b4c39efce4ff,2412,corporate investment banker,corporate banker;corporate investment adviser;operational investment banker;corporate investment strategist;investment banker;investment banking associate,,Includes people performing activities to monitor the compliance of legal regulations and to advise on financial transactions and deals. Includes people performing research and analysis. Excludes people performing investor relations management.,"Corporate investment bankers offer strategic advice on financial services to companies and other institutions. They ensure that legal regulations are being followed by their clients in their efforts of raising any capital. They provide technical expertise and information on mergers and acquisitions, bonds and shares, privatisations and reorganisation, raising capital and security underwriting, including equity and debt markets."
http://data.europa.eu/esco/occupation/246dda29-70f6-408b-b205-aa17b2ffb168,2619,election observer,election monitor;electoral observer;international election observer;short term election observer;election scrutineer;international observer;long term election observer,,,Election observers are skilled and trained spectators of the elections in a functioning democracy in order to enhance the transparency and credibility of the observed elections.
http://data.europa.eu/esco/occupation/258e46f9-0075-4a2e-adae-1ff0477e0f30,2511,data scientist,data expert;research data scientist;data research scientist;electromobility data scientist,,Excludes people performing engineering and programming activities. Excludes people performing managerial and general focus research activities.,"Data scientists find and interpret rich data sources, manage large amounts of data, merge data sources, ensure consistency of data-sets, and create visualisations to aid in understanding data. They build mathematical models using data, present and communicate data insights and findings to specialists and scientists in their team and if required, to a non-expert audience, and recommend ways to apply the data."
http://data.europa.eu/esco/occupation/26ca1895-2047-4c76-a678-831c85824f61,2642,fact checker,copy editor/fact checker;journalist/fact checker;fact-checker;editor/fact checker;writer/fact checker;researcher/fact checker;assistant editor,,,Fact checkers make certain that all the information in texts that are ready for publishing is correct. They research the facts thoroughly and correct errors.
http://data.europa.eu/esco/occupation/26ce22fe-4018-4387-8e6b-c2555f5fc0ac,2642,newspaper editor,news editor;newspaper graphics editor;sports editor;graphics editor;newspaper news editor,,,Newspaper editors decide which news stories are interesting enough and will be covered in the paper. They assign journalists to each item. Newspaper editors determine the length of each news article and where it will be featured in the newspaper. They also ensure that publications are finished on time for publishing.
http://data.europa.eu/esco/occupation/276a4ff1-a67c-4677-9f20-dc85f1060e1b,2413,middle office analyst,middle office associate;transaction reporting specialist;middle office specialist;structured products middle office analyst;derivatives middle office analyst;middle office junior manager;middle office risk and control analyst;middle office regulatory reform analyst;middle office senior manager;senior analyst-control,,,"Middle office analysts work in the treasury of a financial company, ensuring compliance with company policy and legislation, providing research and analysis on financial matters, measuring risk and supporting operations in the front office."
http://data.europa.eu/esco/occupation/276ba420-ef09-4a0e-b215-2c2e2f80ad28,2529,chief ICT security officer,information security manager;CISO;information security administrator;IT security officer;ICT security officer;chief information security officer;ISO;chief ICT security officers;cybersecurity programme director;information security officer;head of IT security;head IT security officer;head of information security,,Includes people performing corporate security functions.,"Chief ICT security officers protect company and employee information against unauthorized access. They also define the Information System security policy, manage security deployment across all Information Systems and ensure the provision of information availability."
http://data.europa.eu/esco/occupation/2808c7ec-cdb1-4b48-8429-e160a418ed0c,2422,regional development policy officer,regional policy officer;policy officer for regional development;regional development policy analyst;regional development policy researcher;legal policy officer for regional development;regional development policy developer;policy officer in regional development department;regional development policy coordinator,,,"Regional development policy officers research, analyse and develop regional development policies. They implement policies that aim at reducing regional disparities by fostering economic activities in a region and structural changes such as supporting multi-level governance, rural development and improvement of infrastructure. They work closely with partners, external organisations or other stakeholders and provide them with regular updates."
http://data.europa.eu/esco/occupation/2bef94db-0088-4507-982a-2ca717529adb,2511,enterprise architect,enterprise architects;enterprise developer;enterprise architecture manager;enterprise designer,,,"Enterprise architects balance technological opportunities with business requirements. They also maintain a holistic view of the organisation's strategy, processes, information and ICT assets and link the business mission, strategy and processes to the ICT strategy."
http://data.europa.eu/esco/occupation/2c9939ef-ebab-4111-8f27-605ae8782791,2619,contract manager,medical contract manager;commercial contract manager;construction contract manager;contract compliance manager;contract auditor;contract specialist,,,Contract managers oversee the respect of awarded contracts to ensure that services are delivered as foreseen and that each step of the delivery is properly documented. They act as the main point of contact for suppliers on contractual matters and report back to their leadership. They implement financial and operational controls and ensure compliance with all reporting requirements.
