conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,scopeNote,description
http://data.europa.eu/esco/occupation/4543bf7b-8ffb-4ade-88b9-58da34366f04,2523,ICT capacity planner,ICT capacity planners;IT capacity planner;ICT capability manager;IT capability planner;ICT performance manager,,,"ICT capacity planners ensure that the capacity of ICT services and ICT infrastructure is able to deliver agreed service level targets in a cost effective and timely manner. They also consider all resources required to deliver the appropriate ICT service, and plan for short, medium, and long term business requirements."
http://data.europa.eu/esco/occupation/456ed487-02f2-45c9-9213-d0fd8e9a069d,2514,ICT application configurator,app configurator;software application configurator;application configurators;application software configurator,,Excludes people performing managerial activities. Includes people performing statistical and consultation activities.,"ICT application configurators identify, record, and maintain user-specific application configurations based upon user requirements and business rules. They configure generic software systems in order to create a specific version applied to an organisation's context. These configurations range from adjusting basic parameters through the creation of business rules and roles in the ICT system to developing specific modules (including the configuration of Commercial off-the-shelf systems (COTS). They also document configurations, perform configuration updates, and ensure the configurations are correctly implemented in the application."
http://data.europa.eu/esco/occupation/4791e217-d607-40d5-9f84-df1d0a071cbc,2431,marketing consultant,air transport marketer;marketing adviser;marketing analyst;marketing advisor;marketing specialist;sales and marketing consultant;digital marketing strategist;marketing campaign planner;strategic marketing consultant,,,"Marketing consultants advise companies in the development of marketing strategies for specific purposes. They can advise and develop strategies for the entry of a brand in the market, for the re-launch of a product, for the introduction of a new product, or for the positioning of a commercial image. They perform previous studies of the position of the company and perception of customers in order to define the marketing approach."
http://data.europa.eu/esco/occupation/4795d4e3-c623-47ff-abab-7de97fcb764e,2431,advertising media buyer,radio buyer;media space buyer;media buyer and planner;media buyer & planner;radio media buyer;advertising media specialist;space buyer;senior media buyer;media buyer;advertisment media buyer;media and advertising buyer;press buyer;international media buyer;TV buyer,,Includes people working with the advertising media planner.,"Advertising media buyers purchase, on behalf of their clients, advertising space in the print, broadcast and online media. They analyse the effectiveness and appropriateness of the different channels depending on the good or service, providing advice for the decision-making. They try to negotiate the best price, without compromising the quality of the advertisements. They support the development and implementation of marketing and advertising plans through the most suited media outlet."
http://data.europa.eu/esco/occupation/47e81c7f-2d04-4a60-a8ff-9913c36d8344,2431,marketing assistant,general marketing assistant;marketing associate;marketing officer;marketing operations assistant;marketing executive assistant;marketing practitioner,,,"Marketing assistants support all the efforts and operations carried out by marketing managers and officers. They prepare reports in relation to the marketing operations needed by other departments, especially account and financial divisions. They ensure that resources needed by the managers to perform their job are in place."
http://data.europa.eu/esco/occupation/49c3db8c-c586-42d1-9726-f65d8303c0b1,2643,lexicographer,bilingual dictionaries lexicographer;bilingual dictionary editor;dictionary editor;computational lexicographer;senior lexicographer;lexicologist;linguistic lexicographer,,,Lexicographers write and compile the content for dictionaries. They also determine which new words are common use and should be included in the glossary.
http://data.europa.eu/esco/occupation/4a13bafa-a2ac-4864-a278-176ea5969280,2433,"technical sales representative in hardware, plumbing and heating equipment","technical salesperson in hardware, plumbing and heating equipment;technical sales representative in heating equipment;technical salesman in hardware, plumbing and heating equipment;senior technical sales representative in hardware, plumbing and heating equipment;graduate technical sales engineer in hardware, plumbing and heating equipment;hardware sales representative;assistant technical sales engineer in hardware, plumbing and heating equipment;trainee technical sales representative in hardware, plumbing and heating equipment;technical sales representative in hardware;technical saleswoman in hardware, plumbing and heating equipment;senior technical sales engineer in hardware, plumbing and heating equipment;heating product sales representative;assistant technical sales representative in hardware, plumbing and heating equipment;trainee technical sales engineer in hardware, plumbing and heating equipment;technical sales representative in plumbing;graduate technical sales representative in hardware, plumbing and heating equipment;hardware, plumbing and heating sales representative",,,"Technical sales representatives in hardware, plumbing and heating equipment act for a business to sell its merchandise while providing technical insight for customers."
http://data.europa.eu/esco/occupation/4ae470fc-bcf8-4704-abd5-e086ebb1552c,2431,membership manager,subscription manager;membership management officer;membership supervisor;membership sales manager;membership account manager;membership and subscription manager;membership director;membership coordinator;club manager;regional membership manager;member records manager,,,"Membership managers oversee and coordinate the membership plan, support existing members and engage with possible new members. They analyse the market trend reports and develop marketing plans accordingly. Membership managers monitor and ensure the efficiency of processes, systems and strategies."
http://data.europa.eu/esco/occupation/4b05bef2-ded4-4b09-ab94-f4c6a555a775,2635,social worker,community worker;community counsellor;cultural mediator;social outreach worker;community services officer;community centre worker;child and youth worker;social services worker;community liaison worker;welfare worker;community development worker;community rehabilitation worker;community and social services worker;social and community services worker;social services assistant;community service worker,,"Includes people performing social policy formulation, analysis, advocacy and political interventions activities.","Social workers are practice-based professionals who promote social change and development, social cohesion, and the empowerment and liberation of people. They interact with individuals, families, groups, organisations and communities in order to provide various forms of therapy and counselling, group work, and community work. Social workers guide people to use services to claim benefits, access community resources, find jobs and training, obtain legal advice or deal with other local authority departments."
http://data.europa.eu/esco/occupation/4b3201cb-ffc5-4f61-9fc3-5c0f0038fa5f,2511,ICT business analysis manager,IT business analysis manager;IT commercial analysis manager;IT business analysis director;ICT business analysis managers;lead IT business analyst;ICT commercial analysis manager,,,ICT business analysis managers identify areas where information system changes are needed to support business plans and monitor the impact in terms of change management. They contribute to the general ICT functional requirements of the business organisation. ICT business analysis managers analyse business needs and translate them into ICT solutions.
http://data.europa.eu/esco/occupation/4bdc4e52-1c9c-4d80-898a-18522d905fee,2635,youth offending team worker,youth offender team worker;juvenile probation social worker;juvenile probation officer;youth offender social worker;youth offending team officer;youth resettlement officer;youth justice worker;youth offending team leader;youth resettlement worker,,,"Youth offending team workers support young offenders by preventing them from reoffending, counselling them for behavioural changes, referring them to agencies that provide housing, helping them back into education, involving them in constructive activities, visiting them when located in secure institutions and assessing future risks."
http://data.europa.eu/esco/occupation/4bef1707-a251-427e-9d8b-96595ec38d45,2641,book editor,editorial director of publications;acquisitions editor;commissioning editor;book editor and consultant;manuscripts editorial director;senior book editor;book editorial director;book editor and publisher;children's book editor;book editor and project manager,,,Book editors find manuscripts that can be published. They review texts from writers to evaluate the commercial potential or they ask writers to take on projects that the publishing company wishes to publish. Book editors maintain good relationships with writers.
http://data.europa.eu/esco/occupation/4c40c1e8-0584-4a77-8ca3-ec82538f9488,2635,benefits advice worker,social security social worker;welfare benefits social worker;employment and benefits advice worker;welfare rights adviser;welfare rights counsellor;welfare rights officer;social benefits social worker;welfare rights worker;benefit advisor;welfare benefits advice worker;welfare benefits adviser,,,"Benefits advice workers guide individuals in the social work area to help them solve specific problems in their personal life by addressing personal and relationship issues, inner conflicts, depression and addictions. They attempt to empower individuals to achieve change and improve the quality of their life. They may also support and advise clients on demanding their social security benefits."
http://data.europa.eu/esco/occupation/4c715719-3c3f-4058-ba00-9b2ef34848e8,2412,investor relations manager,investors relation manager;investor relations director;investment strategy manager;investor relations supervisor,,Includes people working in public relations departments. Includes people working with larger companies' relations with shareholders and investors through marketing and communication.,"Investor relations managers disseminate the investment strategy of the company and monitor the reactions of the investment community towards it. They use marketing, financial, communications, and security law expertise to ensure transparent communication to the larger community. They respond to inquiries from shareholders and investors in relation to the company's financial stability, stocks, or corporate policies."
http://data.europa.eu/esco/occupation/4ca8ba6c-dc55-40c0-ae6c-d55c94dd2e03,2422,intelligence officer,cyber investigator;intelligence research specialist;cyber threat intelligence specialist;research & intelligence officer;counter-terrorism analyst;criminal intelligence analyst;military intelligence officer;intelligence analyst;housing intelligence officer;intelligence research officer;intelligence investigator;research and intelligence officer,,,"Intelligence officers develop and execute plans to gather information and intelligence. They investigate the lines of enquiry which would provide them with the necessary intelligence, and contact and interview people who may provide intelligence. They write reports on their results, and perform administrative duties to ensure records maintenance."
http://data.europa.eu/esco/occupation/4cc98057-8ed5-4b45-855b-7a67bc2e5bae,2642,foreign correspondent,foreign news correspondent;on-the-scene reporter;international correspondent;foreign reporter;foreign affairs correspondent;foreign journalist,,,"Foreign correspondents research and write news stories of international importance for newspapers, journals, magazines, radio, television and other media. They are stationed in a foreign country."
http://data.europa.eu/esco/occupation/4e4a291d-1d38-4c5a-812a-5827d0691b11,2411,budget analyst,budget and policy analyst;budget accountant;budget officer;cost and planning analyst,,,"Budget analysts monitor the spending activities of public and private institutions and companies. They prepare budget reports, review the budget model used in the company and ensure compliance with the budgeting policies and other legal regulations."
http://data.europa.eu/esco/occupation/4ed22a87-8478-4731-be11-5942eacb2e16,2412,public funding advisor,business advisor;business coach;enterprise mentor;public funding specialist;enterprise advisor;public funding co-ordinator advisor;enterprise coach;business finance advisor;business mentor;grants advisor,,,"Public funding advisors advise individuals and businesses about funding opportunities given by the government. They analyse the needs of clients, consult them on funds, grants and subsidies that apply to them and help with the application process. Public funding advisors also set up public grant administration in organisations."
http://data.europa.eu/esco/occupation/4f5bc9a5-e989-409b-bfb5-973b472163cd,2634,educational psychologist,students psycology specialist;educational psychology specialist;students psychologist;school psychology practitioner;psychologist in education institution;practitioner of educational psychology;students' psychology assistant;school psychologist;practitioner in school psychology;specialist in educational psychology;practitioner in educational psychology;educational psychology practitioner,,,"Educational psychologists are psychologists employed by educational institutions to provide psychological and emotional support to students in need. They are specialised in the provision of direct support and interventions to students, conducting psychological testing and assessment, and consulting with families, teachers and other school-based student support professionals, such as school social workers and educational counsellors, about the students. They may also work with the school administration to improve practical support strategies in order to improve the students' well-being."
http://data.europa.eu/esco/occupation/50760da6-abc3-424c-b159-8ddf0818e016,2412,business valuer,business valuation analyst;business valuation officer;chartered business valuator;valuator of business;chartered appraiser;business evaluator;businesses evaluator;businesses valuator;accredited business appraiser;business valuator;business valuers;business valuation consultant;business valuation specialist;business appraiser;valuator of businesses,,,"Business valuers provide valuation assessements of business entities, stock and other securities and intangible assets, in order to assist their clients in strategic decision-making procedures such as mergers and acquisitions, litigation cases, bankruptcy, taxation compliance and general restructuring of the companies."
http://data.europa.eu/esco/occupation/50af07f0-7a75-424e-a66d-5a9deea10f4c,2519,ICT accessibility tester,accessibility testers;usability tester;accessibility test specialist,,,"ICT accessibility testers evaluate websites, software applications, systems or user interface components with regards to friendliness, operability of the navigation and visibility to all types of users, especially including those with special needs or disabilities."
http://data.europa.eu/esco/occupation/50e00fda-ac7c-4bc5-9f19-69a33ff3d6e7,2422,fiscal affairs policy officer,fiscal policy analyst;fiscal policy consultant;tax policy officer;fiscal policy developer;fiscal policy specialist;fiscal policy officer;fiscal policy researcher;tax and development policy officer,,,"Fiscal affairs policy officers research, analyse and develop policies related to taxation and government spending in public policy sectors, and implement these policies to improve the existing regulation around the sector. They work closely with partners, external organisations or other stakeholders and provide them with regular updates."
http://data.europa.eu/esco/occupation/51cd3a7a-eae6-4dc6-9f24-179d7ec6d230,2421,logistics analyst,supply chain analyst;distribution and logistics consultant;logistics consultant;logistics and distribution analyst;logistics and supply chain analyst;logistician;distribution consultant;distribution analyst;supply chain consultant;analyst of logistics;distribution and logistics analyst,,,"Logistics analysts streamline product manufacturing, transportation, storage and distribution. They assess production and supply chain problems to determine economically efficient solutions. They assists company managers in decision-making processes and direct programs designed to provide subcontractors, managers and customers with logistic technology."
http://data.europa.eu/esco/occupation/51ec004e-aec8-4f89-b114-952bcc56b0b0,2642,vlogger,video podcaster;youtuber;travel vlogger;beauty vlogger;video weblogger;fashion vlogger;video blogger;web video columnist;on-line video columnist;lifestyle vlogger,,,"Vloggers make online videos to talk about a wide range of subjects such as politics, fashion, economics and sports. They can relate objective facts, but often they also give their opinion on the related topic. Vloggers post these videos online on social media or streaming platforms, often accompanied with written text. They also interact with their viewers via comments."
http://data.europa.eu/esco/occupation/52d5edc9-7902-4cd3-8b06-6bd77c98d440,2519,ICT system tester,IT system tester;ICT systems tester;systems tester;ICT systems test engineer;ICT systems testers,,Excludes people performing managerial activities.,ICT system testers perform testing activities and some test planning activities. They may also debug and repair ICT systems and components although this mainly corresponds to designers and developers. They ensure that all systems and components function properly before delivering them to internal and external clients.
http://data.europa.eu/esco/occupation/52ded7d7-11df-42e3-b90a-d7f4b70fb4b9,2634,psychologist,psychology researcher;occupational psychologist;practitioner of counselling psychology;expert in counselling psychology;expert counselling psychologist;specialist counselling psychologist;practitioner of occupational psychology;practitioner of sport and exercise psychology;sport and exercise psychologist;counselling psychology practitioner,,,"Psychologists study the behaviour and mental processes in humans. They provide services to clients who deal with mental health issues and life issues such as bereavement, relationship difficulties, domestic violence, and sexual abuse. They also provide counselling for mental health issues such as eating disorders, post-traumatic stress disorders, and psychosis in order to help the clients rehabilitate and reach a healthy behaviour."
http://data.europa.eu/esco/occupation/52fcfdb9-9dcf-4591-aba5-45337f791a10,2433,technical sales representative in mining and construction machinery,mining and construction machinery field saleswoman;senior technical sales engineer in mining and construction machinery;mining and construction machinery field salesman;senior technical sales representative in mining and construction machinery;mining and construction machinery technical field sales representative;mining and construction machinery outside technical sales representative;assistant technical sales engineer in mining and construction machinery;graduate technical sales representative in mining and construction machinery;mining and construction machinery field salesperson;assistant technical sales representative in mining and construction machinery;trainee technical sales representative in mining and construction machinery;mining and construction machinery inside technical sales representative;technical sales engineer in mining and construction machinery,,,Technical sales representatives in mining and construction machinery act for a business to sell its merchandise while providing technical insight for customers.
http://data.europa.eu/esco/occupation/55d2eb3e-1e49-404a-b4bf-be4829694a59,2643,lawyer linguist,legal linguistics specialist;linguistic lawyer;linguist lawyer;legal linguistics expert;linguistics lawyer;legal linguistic specialist;jurilinguist;freelance legal translator;legal translator;legal interpreter;legal linguist;legal linguistic expert,,,Lawyer linguists interpret and translate legal pieces from one language to another. They provide legal analysis and help in understanding technicalities of the content expressed in other languages.
http://data.europa.eu/esco/occupation/56afc09a-75a0-49c7-a5cb-256df45d8f2d,2631,economic adviser,policy analyst;economic development officer;economic policy researcher;economic policy advisor;economics consultant;economics adviser;financial and economic policy analyst,,,"Economic advisers research economic developments and advise on economic problems. They forecast trends and behaviour in economics, and advise on finance, trade, fiscal and other related matters. They advise companies and organisations on techniques to gain economic profit."
http://data.europa.eu/esco/occupation/5727b567-993d-4d41-a13d-81a6af1a9a8e,2635,social counsellor,social therapist;crisis counsellor;crisis intervension counsellor;social counselling worker;crisis situation counselor;personal counsellor;youth counseller;gerontology counsellor;youth counsellor;rehabilitation support counsellor;crisis intervention counsellor;relationship advisor;social counselor;crisis situation counsellor;social psychologist;crisis counselor,,Excludes people performing counselling services in the medical therapeutic sense.,"Social counsellors provide support and guidance to individuals in the social work area, to help them solve specific problems in their personal life. It involves addressing personal and relationship issues, dealing with inner conflicts, crisis moments such as depression and addiction, in an attempt to empower individuals to achieve change and improve their life quality."
http://data.europa.eu/esco/occupation/572c51ef-531b-4331-8e66-b1641173e54e,2641,dramaturge,production dramaturge;dramaturge & playwright;playwright;music theater dramaturge;playwright & dramaturge;dramaturgist;dramatic advisor;music theatre dramaturge,,,"Dramaturges read new plays and works and propose them to the stage director and/or art council of a theatre. They gather documentation on the work, author, problems addressed, times and described environments. They also participate in the analysis of themes, characters, dramatic construction, etc."
http://data.europa.eu/esco/occupation/57af9090-55b4-4911-b2d0-86db01c00b02,2514,embedded systems software developer,embedded systems software developers;embedded software developerl embedded systems engineer;embedded systems designer;embedded system software programmer;embedded software programmer;embedded system software developer,,Excludes people performing managerial activities.,"Embedded systems software developers program, implement, document and maintain software to be run on an embedded system."
http://data.europa.eu/esco/occupation/57b459d4-655c-4053-b189-3c249ce33faf,2434,ICT business development manager,IT business development manager;ICT commercial development manager;IT commercial development manager;ICT business development managers,,,"ICT business development managers increase business opportunities for the organisation and develop strategies that will enhance the smooth running of the organisation, product development and product distribution. They negotiate prices and establish contract terms."
http://data.europa.eu/esco/occupation/586fe133-1987-41f4-b89a-f39d4bc58e1e,2431,eBusiness manager,eCommerce manager;eBusiness development officer;eBusiness managers;e-commerce manager;eBusiness development manager;e-business manager;e-business managers;e-commerce development manager;web business development manager,,,"eBusiness managers create and execute a company's electronic strategy plan for selling products and services online. They also improve data integrity, placement of online tools and brand exposure and monitor sales for companies that market products to customers using the internet. They collaborate with the marketing and sales management team using ICT tools to reach sales goals and provide accurate information and offerings to business partners."
http://data.europa.eu/esco/occupation/59c22779-4d89-4bc9-ba8b-d64bea236723,2411,tax advisor,fiscal advisor;tax specialist;tax expert;tax evaluator;tax preparer;tax adviser;tax consultant;tax advisors;chartered tax adviser;corporate tax preparer;tax examiner;licensed tax consultant,,,"Tax advisors use their expertise in tax legislation to provide commercially-focused advisory and consultancy services to a wide range of clients from all economic sectors. They explain complicated tax-related legislation to their clients and assist them in ensuring the most efficient and beneficial payment of taxes by devising tax-efficient strategies. They also inform them of fiscal changes and developments and may specialise in tax strategies concerning mergers or multinational reconstruction for business clients, trust and estate taxes for individual clients etc."
http://data.europa.eu/esco/occupation/5a91a8bc-eb18-4c7e-847d-96cbcce5a47a,2641,speechwriter,speech writer;speechwriting consultant;political speechwriter;ministerial speechwriter;speechwriting specialist;executive speechwriter;writer of speeches,,,Speechwriters research and write speeches on multiple topics. They need to catch and hold the interest of an audience. Speechwriters create presentations in a conversational tone so it looks like if the text was not scripted. They write in a comprehensible manner so the audience gets the message of the speech.
http://data.europa.eu/esco/occupation/5d0cc30d-068a-424c-8463-f42872a7149e,2423,career guidance advisor,career coach;career guidance education advisor;counsellor in career guidance;career guidance counsellor;mentor for prior learning;school careers advisor;careers advisor;educational advisor;career guidance practitioner;school career guidance advisor;careers officer,,,"Career guidance advisors provide guidance and advice to adults and students on making educational, training and occupational choices and assist people in managing their careers, through career planning and career exploration. They help identify options for future careers, assist beneficiaries in the development of their curriculum and help people reflect on their ambitions, interests and qualifications. Career guidance advisors may provide advice on various career planning issues and make suggestions for lifelong learning if necessary, including study recommendations. They may also assist the individual in the search for a job or provide guidance and advice to prepare a candidate for recognition of prior learning."
http://data.europa.eu/esco/occupation/5d601b40-7e0e-404e-bbff-bb98e147437c,2422,legal policy officer,legal and compliance policy officer;legal policy advisor;legal policy specialist;legal affairs policy officer,,,"Legal policy officers research, analyse and develop policies related to the legal sector and implement these policies to improve the existing regulation around the sector. They work closely with partners, external organisations or other stakeholders and provide them with regular updates."
http://data.europa.eu/esco/occupation/5d758e75-a116-485a-b800-5db08ffd3ba1,2635,drug and alcohol addiction counsellor,drug and alcohol worker;drug and alcohol addiction counselor;alcohol counsellor;substance abuse counsellor;addictions counsellor;drug and alcohol addiction social counsellor;drug counsellor,,,"Drug and alcohol addiction counsellors provide assistance and counselling to individuals and families dealing with drug and alcohol addictions, monitoring their progress, advocating for them, performing crisis interventions and group therapy. They also assist the persons with the consequences of their addictions which can be unemployment, physical or mental disorders and poverty. Drug and alcohol addiction counsellors may also prepare educational programs for high-risk populations."
http://data.europa.eu/esco/occupation/5e5b1b61-1351-4d3b-a293-deb3661715dd,2411,financial controller,finance manager;financial administrator;accounting supervisor;financial accountant;accountant;financial control manager;financial control officer;corporate controller;finance officer;financial investigator;finance controller;accounting controller;financial investigation clerk,,,"Financial controllers handle all tasks related to the budgeting and accounting aspects of a company or organisation. They implement and ensure compliance with internal financial and accounting procedures, and prepare documentation for external audits. They collect information related to financial statements such as assets, liabilities, equity, and cash flow in order to assess the company's financial position to prepare annual budgets and forecasts."
http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,2519,ICT usability tester,usability developer;usability specialist;usability testers;user-friendliness tester,,,"ICT usability testers ensure compliance with requirements and strive for optimal usability within the software engineering cycle phases (analysis, design, implementation, and deployment). They also work closely with users (analysts) to research for and document user profiles, analyse tasks, workflows, and user scenarios."
http://data.europa.eu/esco/occupation/5fe1b340-9b02-4c40-bbc9-ffd4d5fb5699,2422,cultural policy officer,cultural policy coordinator;culture policy officer;arts worker;arts administrator;cultural policy director;cultural programs officer;culture programmes officer;culture director;cultural policy worker;culture programes officer,,,Cultural policy officers develop and implement policies to improve and promote cultural activities and events. They manage resources and communicate with the public and media in order to facilitate interest in cultural programs and emphasize their importance in a community.
http://data.europa.eu/esco/occupation/60082a99-d8ef-4e84-9290-78902681b6ed,2421,business analyst,management consultant;standardisation manager;business strategy analyst;organisational developer;standardisation expert;business strategy consultant;standardization expert;business development analyst,,,"Business analysts research and understand the strategic position of businesses and companies in relation to their markets and their stakeholders. They analyse and present their views on how the company, from many perspectives, can improve its strategic position and internal corporate structure. They assess needs for change, communication methods, technology, IT tools, new standards and certifications."
http://data.europa.eu/esco/occupation/61053604-8091-4a8e-9c63-5151051722e3,2422,healthcare consultant,management consultant;healthcare advisor;healthcare management adivsor;healthcare management consultant;retirement healthcare advisor,,,"Healthcare consultants advise health care organisations on the development of plans to improve patient care and safety. They analyse health care policies and identify issues, and aid in the development of improvement strategies."
http://data.europa.eu/esco/occupation/643a2225-6a01-4899-81b0-e867ca09b9c9,2422,government planning inspector,planning officer;planning and development surveyor;housing and planning inspector;planning inspector;national infrastructure examining inspector;examining inspector,,,"Government planning inspectors monitor the development and implementation of government plans and policies, as well as processing planning and policy proposals, and performing inspections of planning procedures."
http://data.europa.eu/esco/occupation/659b0ffd-337c-4a1f-82e3-2730812279de,2412,venture capitalist,seed capital investor;angel investor;investor;financier,,,"Venture capitalists invest in young or small start-up companies by providing private funding. They research potential markets and particular product opportunities to help business owners develop or expand a business. They provide business advice, technical expertise, and network contacts based on their experience and activities. They do not assume executive managerial positions within the company, but have a say in its strategic direction."
http://data.europa.eu/esco/occupation/65fb0b53-b8c4-4839-b099-c80b6de5a158,2422,employment programme coordinator,program coordinator employment;employment program manager;job creation advisor;employment programme manager;programme coordinator employment;return to work advisor,,,Employment programme coordinators research and develop employment programmes and policies to improve employment standards and reduce issues such as unemployment. They supervise promotion of policy plans and coordinate implementation.
http://data.europa.eu/esco/occupation/666846b2-01ce-43f6-8cb7-f3be09fac4a2,2619,ombudsman,information commissioner;ombudswoman;children's ombudsman,,"Excludes <a resource=""http://data.europa.eu/esco/occupation/403be630-8d1e-43b7-9f07-098aca5bb689"" typeOf=""http://data.europa.eu/esco/model#Occupation"" href=""http://data.europa.eu/esco/occupation/403be630-8d1e-43b7-9f07-098aca5bb689""><span property=""http://www.w3.org/2000/01/rdf-schema#label"" xml:lang=""en"">mediator</span></a>.","Ombudsmen resolve disputes between two parties where there is a power imbalance, as an impartial mediator. They interview the parties involved and investigate the case in order to come to a resolution beneficial to both parties. They advise on conflict resolution and offer support to clients. The claims are mostly against public institutions and authorities."
http://data.europa.eu/esco/occupation/66fb9704-0d56-4673-8e69-7823816b73e1,2431,market research analyst,market research manager;marketing research coordinator;marketing researcher;marketing research analyst;market researcher;customer insight manager;market analyst;demographic marketer;market research technician;market research specialist,,,"Market research analysts collect the information gathered in the market research and study it to draw conclusions. They define the potential customers of a product, the target group and the way they can be reached. Market research analysts analyse the position of products in the market from different perspectives such as features, prices and competitors. They analyse cross selling and interdependencies between different products and their placement. Market research analysts prepare information helpful for the development of marketing strategies."
http://data.europa.eu/esco/occupation/6a167ceb-f847-4ef0-af47-89454c53770b,2635,clinical social worker,clinical social support worker,,,"Clinical social workers provide therapy, counselling, and intervention services to clients. They treat clients with personal struggles, namely mental illness, addiction, and abuse, advocating for them and helping them gain access to the necessary resources. They also focus on the impact of medical and public health issues within social aspects."
http://data.europa.eu/esco/occupation/6a29d804-f775-446c-bec7-35fc4e28ac97,2421,business consultant,business process consultant,,,"Business consultants analyse the position, structure and processes of businesses and companies and offer services or advice to improve them. They research and identify business processes such as financial inefficiencies or employee management and devise strategical plans to overcome these difficulties. They work in external consulting firms where they provide an objective view on a business and or company's structure and methodological processes."
http://data.europa.eu/esco/occupation/6a6ce738-b049-4521-b402-8e1f346c7eca,2635,homelessness worker,homeless care worker;homelessness support worker;homeless case worker;homeless guidance worker;homeless support worker;homelessness guidance worker;homeless team worker;housing options and advice worker;homeless advice worker;homelessness social worker;homeless social worker;homelessness care worker;homelessness case worker;homelessness advice worker;homelessness team worker,,,"Homelessness workers provide on-the-spot assistance, counselling and advice to people who have housing problems or live on the streets. They present them with services available to homeless people starting from hostel vacancies to financial aid services. They may have to cope with persons with mental health problems, addictions or victims of domestic or sexual abuse."
http://data.europa.eu/esco/occupation/6a7212c9-40da-4346-a190-3896bdd9a925,2635,probation officer,probation services officer;parole officer;prison department social worker,,,"Probation officers supervise offenders after their release, or who were sentenced to penalties outside of incarceration. They write reports providing advice on the offender's sentence and analysis concerning possibilities of reoffense. They aid the offenders during the rehabilitation and reintegration process and ensure the offenders carry out their community service sentence when necessary."
http://data.europa.eu/esco/occupation/6b5e5aa6-9bf7-47e6-90d2-4d2187d47d11,2422,immigration policy officer,government policy manager;asylum policy officer;refugee policy officer;immigration policy analyst,,,"Immigration policy officers develop strategies for the integration of refugees and asylum seekers, and policies for the transit of people from one nation to another. They aim to improve international cooperation and communication on the subject of immigration, as well as efficiency of immigration and integration procedures."
http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442,2632,communication scientist,communication analyst;communication studies research scientist;communication science researcher;communication studies researcher;communication studies analyst;communications scientist;communication scholar;communication research scientist;communication research analyst;communication researcher;communication studies research analyst;communication studies scholar,,,"Communication scientists research the different aspects of the planning, collecting, creating, organizing, preserving, using, evaluating and exchanging information through verbal or non-verbal communication. They study the interactions between groups, individuals, and individuals with technologies (robots)."
http://data.europa.eu/esco/occupation/6ce5f7e3-a534-4aa2-ab23-255408ddb53a,2512,IoT developer,IoT software developer,,,"IoT developers analyse and gather data for interpreting the pattern and predicting the result. They use artificial intelligence for managing the tasks and autonomous decisions, employing machine learning algorithms to create smarter devices through data sensors. IoT developers create software for connecting objects to systems and devices, or for programming these objects to make them function on their own."
http://data.europa.eu/esco/occupation/6d03eaef-1ce5-4a1e-bb41-0908e1af1b65,2423,occupational analyst,organizational structure analyst;corporate business consultant;corporate business analyst;job analyst,,,Occupational analysts collect and analyse occupational information within one field or company in order to make recommendations for reducing costs and general business improvements. They provide technical assistance to employers in dealing with problematic staff recruitment and development and with staff restructuring. Occupational analysts study and write job descriptions and prepare occupational classification systems.
http://data.europa.eu/esco/occupation/6e591f17-65c1-4a24-af2a-ca7862d4625e,2434,technical sales representative in electronic and telecommunications equipment,graduate technical sales representative in electronic and telecommunications equipment;senior technical sales representative in electronic and telecommunications equipment;electronic and telecommunications equipment field salesperson;trainee technical sales representative in electronic and telecommunications equipment;electronic and telecommunications equipment inside technical sales representative;graduate technical sales engineer in electronic and telecommunications equipment;trainee technical sales engineer in electronic and telecommunications equipment;electronic and telecommunications equipment field saleswoman;assistant technical sales representative in electronic and telecommunications equipment;electronic and telecommunications equipment outside technical sales representative;electronic and telecommunications equipment field salesman;senior technical sales engineer in electronic and telecommunications equipment;electronic and telecommunications equipment technical field sales representative;assistant technical sales engineer in electronic and telecommunications equipment,,,Technical sales representatives in electronic and telecommunications equipment act for a business to sell its merchandise while providing technical insight for customers.
http://data.europa.eu/esco/occupation/6e5ceba0-df96-465f-adb4-2e06ae715d43,2514,numerical tool and process control programmer,numerical tool setting operator;numerical process control programmer;numerical tool programmer;numerical process control operator;numerical process control set up operator;numerical process control tool setting operator;numerical tool setter;numerical tool machine set up operator;numerical tool l programme setter;numerical tool and process control programer;numerical tool machine operator;numerical process control supervisor;numerical tool maker,,,"Numerical tool and process control programmers develop computer programs to control automatic machines and equipment involved in manufacturing processes. They analyse blueprints and job orders, conduct computer simulations and trial runs."
http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,2511,ICT research consultant,IT research consultant;ICT research advisor;IT research specialist;ICT research consultants;IT research advisor;ICT research specialist,,Includes people performing outsourced activities. Excludes people performing in-house research.,"ICT research consultants perform targeted ICT research and provide a final report to the client. They also use ICT tools to design questionnaires for surveys, analyse the results, write reports, present the results and make recommendations based on the research findings."
